MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
120,RL,61.5,6563,Sin_Acceso,IR1,Low,CulDSac,Mod,StoneBr,Norm,1Fam,1Story,8,5,1985,1985,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742,TA,Y,SBrkr,0,1742,1,0,2,0,2,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,114,28,234,0,Sin_Cerca,12,2006,WD,Normal,275000
120,RM,70.0,4426,Sin_Acceso,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,848,Ex,Y,SBrkr,0,848,1,0,1,0,1,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,160,0,0,0,Sin_Cerca,5,2010,WD,Normal,143000
20,RL,70.0,8120,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,1970,1970,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,0,673,864,Ex,Y,SBrkr,0,864,0,0,1,0,3,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,0,0,0,0,Sin_Cerca,7,2009,WD,Normal,124500
50,RL,60.0,8172,Sin_Acceso,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,941,941,Ex,Y,SBrkr,473,1470,0,0,2,0,4,TA,Typ,0,Sin_Chimenea,Detchd,Unf,1,TA,TA,Y,0,0,0,156,Sin_Cerca,5,2008,WD,Normal,135000
20,RL,86.0,13286,Sin_Acceso,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,9,5,2007,2008,Hip,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,1698,Ex,Y,SBrkr,0,1698,1,0,2,0,3,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,327,64,0,0,Sin_Cerca,2,2009,WD,Normal,320000
20,RL,60.0,6960,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,1970,1970,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,239,250,864,TA,Y,SBrkr,0,864,0,0,1,0,3,Gd,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,96,0,0,0,Sin_Cerca,11,2009,WD,Normal,120500
20,RL,74.0,21695,Sin_Acceso,IR1,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1Story,6,9,1988,2007,Hip,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,880,Ex,Y,SBrkr,0,1680,1,0,2,0,3,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,292,44,0,0,Sin_Cerca,12,2009,WD,Normal,222000
20,RL,64.0,7314,Sin_Acceso,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,1232,Ex,Y,SBrkr,0,1232,1,0,2,0,2,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,132,0,0,0,Sin_Cerca,2,2009,WD,Normal,194500
90,RL,85.0,11475,Sin_Acceso,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,5,5,1958,1958,Gable,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,1584,TA,Y,SBrkr,0,1776,1,0,2,0,4,TA,Typ,0,Sin_Chimenea,Detchd,Unf,3,TA,TA,Y,0,25,0,0,Sin_Cerca,7,2009,COD,Abnorml,110000
30,RM,52.0,6240,Grvl,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,0,628,780,TA,Y,FuseA,0,1208,0,0,1,0,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,0,23,112,0,Sin_Cerca,1,2009,WD,Normal,103000
120,RL,39.0,5389,Sin_Acceso,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,0,415,1595,Ex,Y,SBrkr,0,1616,1,0,2,0,2,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,237,152,0,0,Sin_Cerca,3,2010,WD,Normal,236500
80,RL,73.0,9590,Sin_Acceso,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,SLvl,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,868,Ex,Y,SBrkr,0,1146,1,0,2,0,3,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,160,22,0,0,Sin_Cerca,5,2007,WD,Normal,187500
60,RL,75.0,11404,Sin_Acceso,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,1153,Ex,Y,SBrkr,878,2031,0,0,2,1,3,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,192,84,0,0,Sin_Cerca,7,2008,WD,Normal,222500
20,RL,80.0,10000,Sin_Acceso,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,5,6,1961,1983,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,0,270,864,Ex,Y,SBrkr,0,1144,1,0,1,0,3,TA,Typ,1,TA,Attchd,RFn,1,TA,TA,Y,165,0,0,0,GdWo,3,2009,WD,Normal,131400
20,RL,71.0,8978,Sin_Acceso,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,948,TA,Y,SBrkr,0,948,0,0,1,0,3,TA,Typ,0,Sin_Chimenea,Attchd,Unf,1,TA,TA,Y,147,0,0,0,Sin_Cerca,5,2007,WD,Family,108000
75,RM,60.0,10800,Sin_Acceso,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,880,Fa,N,SBrkr,888,1768,0,0,1,1,2,TA,Typ,2,TA,Detchd,Unf,2,TA,TA,N,0,341,0,0,Sin_Cerca,10,2006,WD,Normal,163000
90,RL,60.0,8544,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,Stucco,Stone,None,0.0,TA,TA,CBlock,Sin_Sotano,Sin_Sotano,Sin_Sotano,Sin_Sotano,0,Sin_Sotano,0,0,0,Gd,N,FuseF,0,1040,0,0,2,0,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,0,0,0,0,Sin_Cerca,7,2006,WD,Normal,93500
60,RL,72.0,10463,Sin_Acceso,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,893,Ex,Y,SBrkr,900,1801,0,0,2,1,3,Gd,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,116,0,0,Sin_Cerca,6,2006,WD,Normal,239900
90,RL,60.0,10800,Sin_Acceso,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,5,5,1987,1988,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,TA,Y,SBrkr,0,1200,3,0,3,0,3,TA,Typ,0,Sin_Chimenea,Sin_Garaje,Sin_Garaje,0,Sin_Garaje,Sin_Garaje,Y,120,0,0,0,Sin_Cerca,3,2009,WD,Alloca,179000
60,RL,65.0,9313,Sin_Acceso,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,864,Ex,Y,SBrkr,864,1728,0,0,2,1,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,187,56,0,0,Sin_Cerca,4,2009,WD,Normal,190000
70,RM,60.0,9600,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,7,1910,2002,Gable,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,264,Ex,Y,SBrkr,664,1432,0,0,2,0,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,Gd,Y,270,0,112,0,GdPrv,5,2007,WD,Abnorml,132000
20,RL,65.0,6768,Sin_Acceso,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,6,8,1961,1996,Hip,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,912,Gd,Y,SBrkr,0,912,1,1,1,0,3,Gd,Typ,0,Sin_Chimenea,Detchd,Unf,1,TA,TA,Y,168,0,0,0,GdPrv,5,2008,WD,Normal,142000
20,RL,65.0,8450,Sin_Acceso,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,1349,Ex,Y,SBrkr,0,1349,0,0,2,0,3,TA,Typ,0,Sin_Chimenea,Attchd,Unf,2,TA,TA,Y,120,55,0,0,GdPrv,12,2007,WD,Normal,179000
80,RL,70.0,12886,Sin_Acceso,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,6,1963,1999,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,520,Ex,Y,SBrkr,0,1464,0,1,2,0,3,TA,Min2,1,TA,Attchd,RFn,2,TA,TA,Y,302,0,0,100,Sin_Cerca,10,2009,WD,Normal,175000
120,RL,41.0,5395,Sin_Acceso,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,1337,Gd,Y,SBrkr,0,1337,1,0,2,0,2,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,96,0,70,0,Sin_Cerca,10,2008,WD,Normal,180000
60,RL,80.0,8963,Sin_Acceso,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,8,9,1976,1996,Hip,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,1142,Ex,Y,SBrkr,1540,2715,0,1,3,1,4,Gd,Typ,2,TA,BuiltIn,Fin,2,TA,TA,Y,0,204,0,0,Sin_Cerca,7,2008,WD,Normal,299800
60,RL,65.0,8795,Sin_Acceso,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,952,Ex,Y,SBrkr,1276,2256,0,0,2,1,4,Gd,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,224,54,0,0,Sin_Cerca,4,2009,WD,Normal,236000
70,RM,65.0,11700,Pave,IR1,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,7,7,1880,2003,Mansard,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,1240,TA,N,SBrkr,1320,2640,0,0,1,1,4,Gd,Typ,1,Gd,Detchd,Unf,4,TA,TA,N,181,0,386,0,Sin_Cerca,5,2009,WD,Normal,265979
20,RL,59.0,10593,Sin_Acceso,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,7,5,1996,1996,Hip,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,1720,Ex,Y,SBrkr,0,1720,1,0,2,0,3,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,240,56,154,0,Sin_Cerca,3,2010,WD,Normal,260400
50,RL,50.0,8405,Sin_Acceso,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,Slab,Sin_Sotano,Sin_Sotano,Sin_Sotano,Sin_Sotano,0,Sin_Sotano,0,0,0,TA,N,FuseF,441,1529,0,0,2,0,4,TA,Mod,0,Sin_Chimenea,Detchd,Unf,1,TA,TA,N,92,0,185,0,Sin_Cerca,4,2009,WD,Normal,98000
50,RM,55.0,8800,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,576,Gd,Y,SBrkr,348,1140,0,0,1,0,3,TA,Min2,0,Sin_Chimenea,Sin_Garaje,Sin_Garaje,0,Sin_Garaje,Sin_Garaje,N,0,160,0,0,Sin_Cerca,6,2010,WD,Normal,96500
60,RL,65.0,7750,Sin_Acceso,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,660,Ex,Y,SBrkr,660,1320,0,0,2,1,3,Gd,Typ,0,Sin_Chimenea,Attchd,Fin,2,TA,TA,Y,0,48,0,0,Sin_Cerca,8,2007,WD,Normal,162000
20,RL,79.0,9236,Sin_Acceso,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,Ex,Y,SBrkr,0,1494,1,0,2,0,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,168,27,0,0,Sin_Cerca,7,2006,WD,Normal,217000
60,RL,80.0,10240,Sin_Acceso,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,Gd,Y,SBrkr,1060,2098,0,0,2,1,3,Ex,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,192,52,0,0,Sin_Cerca,3,2006,WD,Normal,275500
20,RL,61.0,7930,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,8,1969,2005,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,Gd,Y,SBrkr,0,1026,1,0,1,0,3,Gd,Typ,0,Sin_Chimenea,Detchd,RFn,2,TA,TA,Y,171,48,0,0,Sin_Cerca,7,2009,WD,Normal,156000
160,FV,34.0,3230,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,Gd,Y,SBrkr,729,1471,0,0,2,1,3,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,0,24,0,0,Sin_Cerca,3,2009,WD,Normal,172500
60,RL,68.0,10769,Sin_Acceso,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,Ex,Y,SBrkr,902,1768,0,0,2,1,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,2,TA,TA,Y,144,105,0,0,Sin_Cerca,4,2009,WD,Normal,212000
60,RL,71.0,11616,Sin_Acceso,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,TA,Y,SBrkr,714,1386,0,0,2,1,3,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,335,0,0,0,GdPrv,4,2010,WD,Abnorml,158900
160,FV,24.0,2280,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,Gd,Y,SBrkr,744,1501,0,0,2,1,3,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,0,0,0,0,Sin_Cerca,8,2008,WD,Normal,179400
60,RL,65.0,12257,Sin_Acceso,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,Ex,Y,SBrkr,1203,2531,0,0,2,1,4,Gd,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,222,98,0,0,Sin_Cerca,11,2007,WD,Normal,290000
20,RL,70.0,9100,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,Ex,Y,SBrkr,0,864,0,0,1,0,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,1,Ex,Ex,Y,0,0,0,0,Sin_Cerca,10,2009,WD,Normal,127500
30,RM,60.0,6911,Sin_Acceso,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,1Fam,1Story,5,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,TA,Y,SBrkr,0,1301,0,0,1,0,2,Fa,Min1,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,0,0,0,0,Sin_Cerca,10,2009,WD,Normal,100000
60,FV,72.0,8640,Sin_Acceso,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,Ex,Y,SBrkr,783,1547,0,0,2,1,3,Gd,Typ,0,Sin_Chimenea,Attchd,Unf,2,TA,TA,Y,169,45,0,0,Sin_Cerca,6,2010,Con,Normal,215200
60,RL,82.0,9430,Sin_Acceso,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,Ex,Y,SBrkr,1097,2365,1,0,2,1,3,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,0,128,0,180,Sin_Cerca,7,2009,WD,Normal,337000
120,RL,30.0,9549,Sin_Acceso,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,Ex,Y,SBrkr,0,1494,1,0,1,1,2,Ex,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,30,0,216,Sin_Cerca,4,2006,WD,Normal,270000
20,RL,75.0,14587,Sin_Acceso,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,Ex,Y,SBrkr,0,1506,0,0,2,0,2,Ex,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,174,0,0,Sin_Cerca,8,2008,New,Partial,264132
60,RL,80.0,10421,Sin_Acceso,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,5,1988,1988,Gable,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,TA,Y,SBrkr,734,1714,0,0,2,1,3,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,228,66,156,0,MnPrv,3,2010,WD,Normal,196500
50,RL,75.0,12508,Sin_Acceso,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,Ex,Y,SBrkr,767,1750,1,0,2,0,4,TA,Mod,0,Sin_Chimenea,Attchd,Unf,1,TA,TA,Y,245,0,156,0,Sin_Cerca,7,2008,WD,Normal,160000
20,RL,70.0,9100,Sin_Acceso,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,Ex,Y,SBrkr,0,1836,0,0,2,0,3,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,120,33,0,0,Sin_Cerca,10,2006,WD,Normal,216837
60,RL,47.0,53504,Sin_Acceso,IR2,HLS,CulDSac,Mod,StoneBr,Norm,1Fam,2Story,8,5,2003,2003,Hip,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,Ex,Y,SBrkr,1589,3279,1,0,3,1,4,Ex,Mod,1,Gd,BuiltIn,Fin,3,TA,TA,Y,503,36,0,210,Sin_Cerca,6,2010,WD,Normal,538000
85,RL,71.0,7252,Sin_Acceso,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,TA,Y,SBrkr,0,858,1,0,1,0,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,120,0,0,0,Sin_Cerca,4,2009,WD,Normal,134900
20,RL,67.0,8877,Sin_Acceso,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1951,1951,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,TA,Y,FuseF,0,1220,0,0,1,0,2,TA,Typ,0,Sin_Chimenea,Detchd,Unf,2,TA,TA,Y,0,0,0,0,Sin_Cerca,4,2006,COD,Normal,102000
80,RL,94.0,7819,Sin_Acceso,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SLvl,6,5,1976,1976,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,TA,Y,SBrkr,0,1117,1,0,1,0,3,TA,Typ,1,TA,Detchd,Unf,2,TA,TA,Y,144,0,0,0,MnPrv,3,2010,WD,Abnorml,107000
20,RL,70.0,10150,Sin_Acceso,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,5,5,1958,1958,Gable,Wd Sdng,Wd Sdng,BrkFace,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,Ex,Y,FuseA,0,912,0,0,1,0,2,TA,Typ,0,Sin_Chimenea,Attchd,RFn,1,TA,TA,Y,0,0,0,0,Sin_Cerca,7,2007,COD,Normal,114500
20,RL,110.0,14226,Sin_Acceso,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,Gd,Y,SBrkr,0,1973,0,0,2,0,3,Gd,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,315,45,0,0,Sin_Cerca,7,2007,New,Partial,395000
120,RM,32.0,4500,Sin_Acceso,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,Ex,Y,SBrkr,0,1204,1,0,2,0,2,TA,Typ,0,Sin_Chimenea,Attchd,Fin,2,TA,TA,Y,0,247,0,0,Sin_Cerca,6,2009,WD,Normal,162000
20,RL,86.0,11210,Sin_Acceso,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,Ex,Y,SBrkr,0,1614,0,0,2,0,3,Gd,Typ,0,Sin_Chimenea,Attchd,RFn,3,TA,TA,Y,144,59,0,0,Sin_Cerca,7,2006,New,Partial,221500
20,RL,100.0,13350,Sin_Acceso,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1974,1974,Hip,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,TA,Y,SBrkr,0,894,1,0,1,0,3,TA,Typ,1,Fa,Attchd,Unf,2,TA,TA,Y,241,0,0,0,MnPrv,6,2006,WD,Normal,142500
90,RH,60.0,8400,Sin_Acceso,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,1Story,5,5,1977,1977,Gable,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,Sin_Sotano,Sin_Sotano,Sin_Sotano,Sin_Sotano,0,Sin_Sotano,0,0,0,TA,Y,SBrkr,0,2020,0,0,2,0,4,TA,Typ,2,TA,Detchd,Unf,2,TA,TA,Y,0,0,0,0,Sin_Cerca,10,2007,WD,Normal,144000
